step,value
116,0.8338558077812195
117,0.7993826866149902
118,0.8143712282180786
119,0.7848101258277893
120,0.804347813129425
121,0.8255451917648315
122,0.8145896792411804
123,0.8403614163398743
124,0.7882736325263977
125,0.8057324886322021
126,0.8030769228935242
127,0.8262194991111755
128,0.7751677632331848
129,0.7854889631271362
130,0.8525073528289795
131,0.8256880640983582
132,0.800000011920929
133,0.7694805264472961
134,0.8145896792411804
135,0.8454545736312866
136,0.7981072664260864
137,0.8167202472686768
138,0.819571852684021
139,0.7926421165466309
140,0.8294797539710999
141,0.7980455756187439
142,0.8468468189239502
143,0.8358209133148193
144,0.8322981595993042
145,0.8198757767677307
146,0.8403614163398743
147,0.8436577916145325
148,0.8461538553237915
149,0.8362573385238647
150,0.8545994162559509
151,0.8368580341339111
152,0.8483145833015442
153,0.837837815284729
154,0.8600583076477051
155,0.8377581238746643
156,0.8370786309242249
157,0.8398791551589966
158,0.8474576473236084
159,0.858433723449707
160,0.8571428656578064
161,0.8587896227836609
162,0.7820512652397156
163,0.8543417453765869
164,0.8553459048271179
165,0.8029850721359253
166,0.8559077978134155
167,0.8144927620887756
168,0.8595988750457764
169,0.8294797539710999
170,0.8178913593292236
171,0.8443113565444946
172,0.8305084705352783
173,0.8228228092193604
174,0.8805555701255798
175,0.832317054271698
176,0.8268656730651855
177,0.8563535809516907
178,0.852601170539856
179,0.8498583436012268
180,0.8683473467826843
181,0.8063492178916931
182,0.807692289352417
183,0.8563218116760254
184,0.8519552946090698
185,0.8427299857139587
186,0.8440860509872437
187,0.8695651888847351
188,0.8571428656578064
189,0.8559321761131287
190,0.8602739572525024
191,0.8645533323287964
192,0.8313252925872803
193,0.8171091675758362
194,0.8158640265464783
195,0.8694444298744202
196,0.845714271068573
197,0.8309859037399292
198,0.8559321761131287
199,0.8617886304855347
200,0.8759894371032715
201,0.8448753356933594
202,0.8627451062202454
203,0.89415043592453
204,0.8281689882278442
205,0.8427299857139587
206,0.8187311291694641
207,0.8328690528869629
208,0.8725212216377258
209,0.8622589707374573
210,0.8857938647270203
211,0.8555240631103516
212,0.8563685417175293
213,0.861495852470398
214,0.890666663646698
215,0.8641618490219116
216,0.8409090638160706
217,0.8611111044883728
218,0.8399999737739563
219,0.8438438177108765
220,0.8497267961502075
221,0.8472622632980347
222,0.8676056265830994
223,0.8640000224113464
224,0.8608695864677429
225,0.8415300250053406
226,0.8426966071128845
227,0.871999979019165
228,0.8989361524581909
229,0.8853333592414856
230,0.8450704216957092
231,0.8405405282974243
232,0.862162172794342
233,0.8865979313850403
234,0.8910890817642212
235,0.8842975497245789
236,0.8547008633613586
237,0.8700265288352966
238,0.86753249168396
239,0.875
240,0.875
241,0.8543956279754639
242,0.9104859232902527
243,0.8372092843055725
244,0.8713910579681396
245,0.8601583242416382
246,0.8692098259925842
247,0.8981233239173889
248,0.8684210777282715
249,0.871999979019165
250,0.8650793433189392
251,0.8551532030105591
252,0.8578947186470032
253,0.8594164252281189
254,0.8756756782531738
255,0.8792650699615479
256,0.8680202960968018
257,0.8794520497322083
258,0.8943089246749878
259,0.8733850121498108
260,0.8862434029579163
261,0.8638743162155151
262,0.861495852470398
263,0.843406617641449
264,0.8786279559135437
265,0.8646408915519714
266,0.8766756057739258
267,0.8677685856819153
268,0.8328840732574463
269,0.8793565630912781
270,0.8451443314552307
271,0.8946015238761902
272,0.8579235076904297
273,0.832446813583374
274,0.8820512890815735
275,0.8920308351516724
276,0.8969072103500366
277,0.8894736766815186
278,0.8888888955116272
279,0.8852459192276001
280,0.8397790193557739
281,0.8770492076873779
282,0.8734177350997925
283,0.874666690826416
284,0.8888888955116272
285,0.8433420658111572
286,0.8841309547424316
287,0.874666690826416
288,0.8692098259925842
289,0.8624338507652283
290,0.9057071805000305
291,0.8727272748947144
292,0.8842975497245789
293,0.8869346976280212
294,0.9027431607246399
295,0.8617021441459656
296,0.9015151262283325
297,0.87467360496521
298,0.8453038930892944
299,0.890625
300,0.8696742057800293
301,0.9158163070678711
302,0.8753180503845215
303,0.8560000061988831
304,0.8598382472991943
305,0.8734177350997925
306,0.9093198776245117
307,0.8908629417419434
308,0.8773333430290222
309,0.8903061151504517
310,0.874015748500824
311,0.8968824744224548
312,0.9015544056892395
313,0.8779220581054688
314,0.8571428656578064
315,0.8306010961532593
316,0.8756613731384277
317,0.8377659320831299
318,0.8670212626457214
319,0.8946015238761902
